carat,cut,color,clarity,table,x,price
0.71,4,6,4,58.0,5.68,7.627000000000001
0.3,5,2,3,58.0,4.27,6.564
0.32,3,5,4,56.0,4.4,6.474
1.5,2,5,2,62.0,7.55,8.671
0.41,4,4,4,61.0,4.7,6.718
0.77,4,1,3,58.0,5.8,7.962999999999999
0.3,3,1,4,55.0,4.3,6.489
0.53,3,1,4,56.0,5.19,7.4510000000000005
0.5,3,1,6,54.0,5.08,7.968999999999999
0.4,3,5,5,55.0,4.75,6.675
1.05,5,4,3,57.0,6.73,8.414
1.01,4,3,4,60.0,6.39,8.744
0.9,2,4,3,59.0,6.08,8.225
1.24,3,7,4,56.0,6.83,8.604
0.55,3,4,5,57.0,5.25,7.419
0.33,3,2,4,55.0,4.5,6.91
0.9,4,1,4,56.0,6.13,8.488
0.91,4,4,3,61.0,6.1,8.219
0.95,1,2,2,60.0,6.06,8.127
1.8,2,3,2,58.0,8.13,9.418
0.41,3,1,4,56.0,4.75,6.742999999999999
0.33,4,5,6,56.0,4.44,6.42
0.7,4,4,3,55.0,5.63,7.732
0.35,3,2,4,56.0,4.56,6.968999999999999
0.3,5,4,5,59.0,4.37,6.654
1.01,5,1,2,60.0,6.42,8.397
1.28,4,6,5,57.0,6.9,8.814
1.57,4,6,4,58.0,7.58,9.254
1.1,3,2,6,57.0,6.62,9.327
1.0,4,3,2,61.0,6.42,8.356
1.05,3,5,3,56.0,6.52,8.556000000000001
0.91,2,1,3,57.0,6.07,8.345
1.34,5,4,2,58.0,7.04,8.774
0.32,3,3,3,57.0,4.45,6.404
0.35,3,5,8,56.0,4.61,6.925
0.33,4,4,8,55.0,4.41,6.8
0.35,3,3,4,57.0,4.52,6.56
1.29,3,4,6,57.0,6.97,9.288
0.3,3,4,6,57.0,4.29,6.5
0.42,3,4,6,54.0,4.81,6.869
0.26,4,1,6,57.0,4.1,6.227
0.83,3,1,2,53.0,6.04,8.04
1.51,1,5,4,53.0,7.28,8.927
0.88,4,6,5,55.0,6.11,8.005
0.81,3,3,8,55.0,5.98,8.754
1.26,3,7,5,58.0,6.88,8.753
0.65,4,2,6,58.0,5.63,8.025
0.72,3,4,3,56.0,5.79,7.928999999999999
2.09,5,7,3,59.0,8.23,9.537
0.38,3,6,5,55.0,4.63,6.555
1.75,4,4,4,59.0,7.53,9.685
1.09,3,1,3,55.0,6.65,8.832
0.42,3,1,4,56.0,4.8,6.931
0.72,3,7,3,56.0,5.75,7.565
2.32,4,6,3,59.0,8.55,9.818999999999999
0.39,3,3,5,57.0,4.66,6.797000000000001
0.42,3,2,6,55.0,4.81,7.032
0.53,5,4,4,58.0,5.21,7.382000000000001
0.39,3,7,2,54.0,4.64,6.111000000000001
1.01,5,1,2,57.0,6.53,8.243
1.61,5,3,4,61.0,7.54,9.605
0.26,4,5,6,56.0,4.13,6.186
0.53,4,4,7,54.0,5.29,7.5520000000000005
0.32,5,1,3,60.0,4.39,6.33
0.3,3,4,7,57.0,4.28,6.638999999999999
0.31,5,4,2,59.0,4.35,6.011
0.29,4,3,6,57.0,4.22,6.497999999999999
1.61,4,7,3,60.0,7.45,8.948
0.3,2,6,7,56.0,4.23,6.314
1.02,4,5,4,60.0,6.55,8.593
0.71,3,2,3,57.0,5.75,8.09
1.71,3,6,2,58.0,7.64,9.22
0.84,2,4,4,59.0,5.89,8.123
0.53,3,5,2,54.0,5.22,6.928
1.51,4,3,2,60.0,7.2,9.043
0.3,3,5,7,55.0,4.34,6.5
1.07,3,4,3,55.0,6.62,8.602
0.7,3,6,7,55.0,5.7,7.82
0.38,5,4,4,61.0,4.66,6.891
1.07,4,5,2,58.0,6.53,8.459
1.21,4,5,2,60.0,6.86,8.515
0.71,3,4,2,56.0,5.7,7.612
0.73,3,4,5,56.0,5.86,8.093
2.09,5,3,2,59.0,8.19,9.424
1.01,2,2,6,57.0,6.29,9.099
0.7,4,1,2,59.0,5.64,7.805
0.82,5,6,4,59.0,5.97,7.898
0.32,3,3,4,57.0,4.43,6.718999999999999
0.51,5,3,2,61.0,5.18,6.943
1.16,3,2,2,54.0,6.74,8.664
1.33,4,4,4,59.0,7.04,9.1
0.42,3,1,7,56.0,4.88,7.175
1.24,3,6,2,57.0,6.98,8.479
0.9,4,1,3,56.0,6.19,8.592
0.39,4,4,3,57.0,4.77,6.528
0.4,3,3,6,56.0,4.79,6.902
0.53,3,3,5,55.0,5.22,7.553999999999999
0.46,4,1,3,62.0,4.92,6.949
0.7,5,3,5,60.0,5.67,7.888999999999999
2.01,4,4,3,57.0,8.16,9.802
0.56,3,1,4,57.0,5.3,7.393
0.81,3,1,3,55.0,5.98,8.272
0.34,3,4,8,56.0,4.48,6.922000000000001
0.56,4,3,4,57.0,5.29,7.442
0.71,3,6,5,57.0,5.73,7.834
0.3,4,3,7,61.0,4.39,6.755
1.1,5,1,3,55.0,6.75,8.716000000000001
0.71,5,3,2,58.0,5.77,7.768
0.5,2,2,8,59.0,4.99,8.125
0.8,4,5,5,56.0,5.88,8.052999999999999
0.34,3,5,7,54.0,4.48,6.903
0.44,3,2,5,56.0,4.87,7.119
0.81,5,6,3,58.0,5.97,7.746
0.36,5,1,3,60.0,4.61,6.697
0.32,4,4,7,61.0,4.37,6.736000000000001
1.19,5,5,5,59.0,6.79,8.892000000000001
0.4,4,1,2,60.0,4.65,6.468
0.36,4,1,3,58.0,4.46,6.385
1.0,3,1,3,56.0,6.37,8.605
1.79,4,6,4,56.0,7.87,9.442
0.3,2,2,2,57.0,4.26,6.103
0.73,2,1,4,60.0,5.67,7.909
0.34,3,2,7,56.0,4.47,7.0329999999999995
1.09,3,4,4,57.0,6.68,8.886000000000001
0.73,3,5,8,55.0,5.8,8.125
2.66,2,5,2,60.0,8.71,9.825
0.59,2,1,2,62.0,5.53,7.191
0.35,5,1,2,61.0,4.59,6.51
0.58,1,1,5,56.0,5.52,7.693
1.06,5,4,4,58.0,6.52,8.62
1.22,4,6,5,60.0,6.86,8.693999999999999
0.79,5,1,7,60.0,5.89,8.41
0.41,5,2,6,58.0,4.78,7.007999999999999
1.5,4,3,2,55.0,7.26,9.192
0.72,3,1,2,55.0,5.69,7.836
0.32,4,3,2,56.0,4.38,6.292000000000001
0.39,3,4,6,54.5,4.67,6.859
0.32,4,3,4,58.0,4.37,6.321000000000001
0.57,3,3,5,56.0,5.36,7.693
1.54,3,5,2,57.0,7.43,8.715
0.9,2,1,3,56.0,6.12,8.243
1.72,2,3,3,60.0,7.52,9.51
0.54,3,2,6,54.0,5.25,7.857
0.35,5,1,4,59.0,4.64,6.892
0.73,3,1,4,59.0,5.74,8.07
0.7,4,1,5,56.0,5.69,7.995
0.33,2,6,3,53.0,4.4,6.0729999999999995
0.32,3,3,5,57.0,4.42,6.48
0.41,5,6,6,58.0,4.76,6.718
1.0,3,7,3,58.0,6.35,8.24
0.37,3,6,6,54.0,4.62,6.449
1.2,3,2,6,54.0,6.8,9.549
1.28,5,5,4,60.0,7.07,8.679
1.37,3,4,5,55.0,7.2,9.306000000000001
1.2,3,5,5,57.0,6.77,8.564
0.38,2,5,3,57.0,4.58,6.45
0.31,5,1,3,60.0,4.42,6.547999999999999
2.01,4,5,3,56.0,8.05,9.378
0.71,4,4,3,56.0,5.66,7.729
0.4,2,4,3,58.0,4.61,6.485
0.41,5,2,3,59.0,4.74,6.672999999999999
0.7,2,1,3,57.0,5.53,7.62
1.04,4,5,3,57.0,6.45,8.369
0.47,2,3,5,60.1,5.04,7.125
1.09,4,3,7,58.0,6.6,9.256
0.41,5,6,7,61.0,4.84,7.0089999999999995
1.12,4,2,2,60.0,6.63,8.562999999999999
1.06,3,4,4,56.0,6.51,8.804
1.5,2,7,5,61.0,7.27,9.03
1.51,4,2,2,58.0,7.43,9.172
0.42,3,4,3,56.0,4.83,7.035
1.1,3,5,3,57.0,6.6,8.469
1.03,4,3,2,58.0,6.43,8.392999999999999
0.41,1,6,5,58.0,4.62,6.6
1.52,4,5,2,57.0,7.32,9.011000000000001
1.01,3,4,4,55.0,6.49,8.717
0.52,3,5,5,56.0,5.14,7.377000000000001
0.7,5,5,5,60.0,5.61,7.769
0.7,3,7,7,58.0,5.69,7.5729999999999995
2.02,2,6,4,62.0,8.28,9.717
0.3,4,6,7,57.0,4.29,6.564
0.32,5,4,6,54.0,4.45,6.8420000000000005
0.38,3,5,8,60.0,4.71,6.97
0.7,3,3,3,56.0,5.65,7.853
0.34,3,1,5,55.0,4.44,6.691
0.4,3,4,7,55.0,4.73,7.225
0.42,4,2,5,58.0,4.87,6.917000000000001
0.35,3,6,4,57.0,4.5,6.196000000000001
0.4,3,4,7,57.0,4.74,6.965
0.32,4,1,4,58.0,4.4,6.3870000000000005
1.2,4,3,5,57.0,6.73,9.168
1.05,3,3,2,54.0,6.5,8.49
0.34,3,2,3,55.0,4.5,6.688
1.0,3,3,2,57.0,6.45,8.36
0.26,3,3,4,54.0,4.09,6.122000000000001
0.56,5,5,4,60.0,5.28,7.267
0.3,3,2,4,55.0,4.33,6.565
0.35,3,1,7,56.0,4.53,6.874
0.33,3,5,5,55.0,4.46,6.412999999999999
1.22,5,4,4,56.0,6.94,8.995
0.36,4,5,6,55.0,4.58,6.504
0.59,3,1,6,58.0,5.39,7.83
2.03,3,7,2,57.0,8.06,9.451
2.02,5,5,3,59.0,8.09,9.587
1.71,5,6,4,59.0,7.58,9.389
1.05,5,2,2,57.0,6.6,8.529
1.47,5,5,2,59.0,7.39,8.932
0.31,5,5,5,61.0,4.34,6.547999999999999
0.3,2,2,6,63.0,4.23,6.577999999999999
4.01,5,7,1,62.0,10.02,9.631
1.04,4,3,8,55.0,6.36,9.236
0.41,4,5,3,59.0,4.72,6.526
1.06,3,3,3,57.0,6.51,8.64
2.01,3,5,3,56.0,7.91,9.725
0.34,4,5,4,60.0,4.41,6.2860000000000005
1.16,5,3,2,61.0,6.77,8.481
0.55,2,2,2,56.0,5.21,7.148
0.32,5,7,8,59.0,4.44,6.528
0.31,3,1,5,55.0,4.36,6.54
1.5,4,1,2,59.0,7.26,9.164
1.0,1,4,2,58.0,6.24,8.172
0.75,1,7,3,66.0,6.2,7.51
0.35,3,2,6,54.0,4.55,6.851
0.38,3,2,6,57.0,4.66,6.975
0.28,4,5,7,58.0,4.17,6.223
0.5,3,2,4,56.0,5.1,7.395
0.33,3,3,8,56.0,4.41,7.236000000000001
0.88,4,5,4,57.0,6.08,8.152000000000001
0.91,4,1,3,58.0,6.17,8.397
0.38,3,2,7,57.0,4.69,7.147
0.24,4,3,6,58.0,3.95,6.314
0.74,3,3,5,56.0,5.79,8.061
0.36,5,5,4,62.0,4.62,6.5920000000000005
0.51,3,1,3,55.0,5.14,7.274
0.31,4,5,5,57.0,4.32,6.547999999999999
0.31,3,5,8,54.0,4.33,6.704
0.31,3,1,7,56.0,4.33,6.829
0.9,4,1,4,59.0,6.08,8.408
0.7,3,3,3,56.0,5.68,7.787000000000001
1.43,4,5,3,58.0,7.08,8.996
0.51,3,1,3,55.0,5.16,7.271
2.16,5,6,3,60.0,8.54,9.794
1.1,2,6,3,61.0,6.49,8.327
0.36,5,1,4,59.0,4.59,6.921
0.45,3,4,3,54.0,4.96,6.723
1.51,4,5,2,59.0,7.33,9.041
0.23,4,1,6,54.0,4.02,6.184
0.9,4,5,4,60.0,6.11,8.31
0.91,3,1,3,55.0,6.21,8.605
0.33,5,4,6,62.0,4.43,6.803999999999999
2.01,5,5,2,59.0,8.12,9.362
0.38,3,2,5,56.0,4.68,7.065
1.2,4,7,4,60.0,6.93,8.562999999999999
1.51,1,1,4,58.0,7.06,9.459
1.01,2,4,3,60.0,6.32,8.54
0.71,3,4,3,57.0,5.72,7.702999999999999
0.53,4,1,5,60.0,5.13,7.5360000000000005
1.0,2,3,3,64.0,6.56,8.436
1.59,3,6,3,56.0,7.48,9.221
1.0,4,2,2,58.0,6.33,8.103
1.66,2,7,4,54.0,7.45,9.047
0.52,2,1,2,62.0,5.15,7.0889999999999995
1.53,3,5,2,58.0,7.32,8.991
0.4,2,1,3,57.0,4.66,6.532
0.56,3,3,3,55.0,5.32,7.218999999999999
1.21,4,5,4,55.0,6.75,8.913
1.24,3,5,6,56.0,6.92,8.996
0.36,5,2,4,58.0,4.63,6.997999999999999
0.7,3,4,3,58.0,5.69,7.745
0.9,4,4,3,62.0,6.19,8.164
1.02,4,1,3,56.0,6.57,8.622
1.21,4,4,4,58.0,6.76,8.932
1.05,3,6,3,57.0,6.6,8.249
0.31,3,4,4,54.0,4.34,6.236000000000001
2.07,5,6,3,61.0,8.35,9.642000000000001
0.4,3,6,8,56.0,4.75,6.957000000000001
1.01,5,2,2,59.0,6.41,8.312000000000001
0.38,5,6,5,60.0,4.66,6.551
1.51,5,4,3,60.0,7.47,9.317
2.0,5,4,2,61.0,8.21,9.749
0.7,4,1,4,59.0,5.63,7.99
1.06,5,5,2,58.0,6.52,8.302
0.51,4,1,4,59.0,4.99,7.3629999999999995
1.21,5,4,2,55.0,7.04,8.552999999999999
1.17,5,5,3,62.0,6.95,8.671
1.73,2,1,1,59.0,7.6,9.032
0.32,3,6,5,54.0,4.36,6.225
1.44,5,6,1,55.0,7.21,8.386000000000001
1.0,4,5,3,59.0,6.35,8.524
0.74,5,4,7,59.0,5.84,8.054
0.35,3,2,3,55.0,4.53,6.468
2.05,3,5,4,57.0,8.2,9.834
0.94,4,3,2,57.0,6.25,8.277999999999999
1.12,3,5,2,54.0,6.65,8.552
0.83,3,4,3,57.0,6.03,8.021
1.37,3,7,3,55.0,7.13,8.754
0.42,4,4,3,61.0,4.79,6.532
0.7,2,1,2,56.0,5.63,7.6770000000000005
0.36,3,1,5,56.0,4.55,6.706
1.02,3,6,1,56.0,6.49,7.981
0.64,4,2,4,58.0,5.49,7.739
0.33,3,4,4,56.0,4.47,6.611000000000001
0.36,3,5,3,57.0,4.6,6.474
0.7,1,5,4,58.0,5.87,7.591
1.52,3,4,7,57.0,7.4,9.711
0.91,4,1,2,58.0,6.15,8.125
1.13,3,4,7,57.0,6.72,9.128
0.3,3,1,4,56.0,4.28,6.7379999999999995
0.34,3,1,4,54.0,4.5,6.6129999999999995
1.34,4,7,5,57.0,6.9,8.738
1.52,5,1,2,59.0,7.39,9.232000000000001
0.23,4,1,6,58.0,3.95,6.142
0.71,5,6,5,58.0,5.76,7.652
0.37,3,4,4,57.0,4.64,6.725
1.5,2,4,4,57.0,7.29,9.275
1.02,1,5,3,55.0,6.33,8.287
0.82,3,6,5,56.0,6.05,8.03
0.5,4,2,3,60.0,5.17,7.27
2.03,3,1,2,56.0,8.11,9.568999999999999
0.92,4,1,3,59.0,6.25,8.35
0.5,3,4,2,55.0,5.09,6.985
0.38,3,1,6,57.0,4.63,7.002999999999999
0.5,3,3,7,53.1,5.08,7.671
0.41,3,3,6,56.0,4.78,7.188
0.3,4,5,5,56.0,4.3,6.515
0.88,3,6,3,55.0,6.12,8.091000000000001
1.09,3,5,5,54.0,6.66,8.801
1.13,3,5,3,56.0,6.66,8.591000000000001
1.12,4,1,3,63.0,6.68,8.716000000000001
0.91,3,5,4,56.0,6.15,8.228
0.31,3,1,5,56.0,4.32,6.599
0.73,3,1,2,57.0,5.83,7.856
0.78,2,1,2,54.0,5.82,7.768
0.7,4,4,7,59.0,5.63,8.073
0.42,3,2,3,57.0,4.8,6.947
0.35,5,2,3,60.0,4.58,6.718
0.71,4,1,7,61.0,5.88,8.271
1.5,4,7,3,58.0,7.24,8.852
0.3,3,3,4,56.0,4.37,6.718999999999999
0.36,5,3,3,59.0,4.58,6.397
1.5,2,4,5,58.0,7.21,9.527000000000001
0.7,2,3,5,57.0,5.62,7.775
0.72,4,3,3,59.0,5.72,7.785
1.0,2,1,2,54.0,6.31,8.301
1.11,4,5,2,60.0,6.66,8.402000000000001
0.3,4,5,4,58.0,4.26,6.159
1.0,5,5,3,58.0,6.38,8.48
0.31,3,1,3,57.0,4.36,6.399
0.9,5,6,5,61.0,6.2,8.156
0.31,5,3,8,58.0,4.33,6.8870000000000005
0.25,4,1,6,59.0,4.03,6.354
1.0,1,1,3,55.0,6.21,8.215
1.83,5,7,3,58.0,7.96,9.279
0.84,3,7,5,55.0,6.07,7.806
0.4,5,5,6,60.0,4.79,7.026
0.51,3,3,6,57.0,5.12,7.6979999999999995
0.9,3,3,2,56.0,6.24,8.342
1.02,3,4,6,57.0,6.41,9.036
0.53,3,4,3,55.0,5.21,7.192
0.52,3,4,6,57.0,5.19,7.607
0.39,2,2,6,60.0,4.82,6.962000000000001
1.21,5,7,3,60.0,6.89,8.47
0.38,3,1,5,55.0,4.65,6.974
1.04,3,6,3,56.0,6.49,8.327
0.31,3,4,8,57.0,4.3,6.829
0.32,3,4,8,54.0,4.39,6.822
0.51,3,4,2,57.0,5.17,6.88
0.39,5,6,2,58.0,4.75,6.528
0.7,4,4,4,59.0,5.87,7.829
0.31,5,2,3,59.0,4.39,6.528
0.91,4,1,2,63.0,6.38,7.994
1.21,3,3,4,57.0,6.87,9.042
0.92,4,2,3,56.0,6.18,8.45
1.0,2,2,2,59.0,6.24,8.18
0.3,3,5,3,58.0,4.3,6.109
1.04,3,4,4,57.0,6.53,8.747
1.01,5,4,3,60.0,6.31,8.388
0.52,4,4,4,56.0,5.08,7.277
0.71,4,4,3,56.0,5.64,7.768
0.9,4,5,2,57.0,6.15,8.058
0.5,3,6,3,54.0,5.13,6.916
0.88,4,6,3,56.0,6.06,7.901
0.34,3,5,4,56.0,4.54,6.2860000000000005
0.34,3,1,2,57.0,4.5,6.417000000000001
0.76,4,6,5,61.0,5.92,7.836
0.26,2,1,7,60.0,4.22,6.317
0.25,2,3,5,57.0,4.01,6.075
0.39,3,3,5,57.0,4.69,6.931
0.55,3,4,3,56.0,5.3,7.265
0.54,3,3,4,57.0,5.22,7.516
0.3,3,3,6,55.0,4.3,6.621
0.31,3,5,4,57.0,4.38,6.229
1.5,2,5,4,60.0,7.17,9.277000000000001
2.0,2,7,4,63.0,8.01,9.514
0.3,5,1,3,60.0,4.28,6.515
1.5,4,7,6,57.0,7.25,9.138
0.53,4,7,4,56.0,5.18,7.023
0.54,5,6,6,59.0,5.28,7.5729999999999995
0.4,4,2,2,59.0,4.7,6.682
1.01,5,4,4,59.0,6.45,8.69
1.5,1,4,3,58.0,7.16,9.062999999999999
0.73,3,6,5,54.0,5.77,7.681
1.71,4,6,4,59.0,7.53,9.34
1.5,4,3,3,58.0,7.12,9.306000000000001
1.2,4,6,3,61.0,6.65,8.367
0.7,4,4,3,59.0,5.64,7.73
0.4,5,2,3,58.0,4.7,6.649
0.74,3,3,6,54.0,5.84,8.039
0.77,5,6,5,55.0,5.9,7.834
0.36,4,4,6,56.0,4.68,6.755
1.01,4,7,2,55.0,6.42,8.241
0.33,3,4,6,53.0,4.43,6.553999999999999
0.36,3,1,4,56.0,4.59,6.5760000000000005
1.21,4,5,4,57.0,6.75,8.731
0.36,4,3,4,56.0,4.5,6.452000000000001
1.01,2,4,4,57.0,6.27,8.571
0.32,3,4,5,56.0,4.41,6.718999999999999
0.35,5,3,3,58.0,4.6,6.617000000000001
1.01,4,1,4,60.0,6.32,8.736
0.26,3,5,5,55.0,4.07,6.178
0.75,4,3,3,58.0,5.7,7.761
1.2,4,2,2,59.0,6.7,8.795
0.47,3,4,2,55.0,4.96,6.664
0.54,3,2,4,57.0,5.22,7.545
1.17,3,2,2,56.0,6.77,8.596
1.0,5,1,5,62.0,6.6,8.908
2.1,1,4,2,56.0,7.97,9.472999999999999
0.56,5,2,4,58.0,5.34,7.632999999999999
1.5,4,4,2,57.0,7.29,9.147
0.36,3,4,5,56.0,4.55,6.855
2.08,3,6,2,56.0,8.21,9.383
1.0,4,1,5,56.0,6.53,8.905
1.01,2,1,2,58.0,6.32,8.448
1.3,3,4,4,55.0,7.04,9.13
0.3,3,5,6,55.0,4.25,6.405
0.9,4,2,3,54.0,6.18,8.264
0.7,1,2,2,55.0,5.47,7.436
0.41,5,4,5,59.0,4.73,6.801
0.5,5,3,3,59.0,5.13,6.968999999999999
1.51,2,4,5,60.0,7.24,9.524
1.07,4,6,4,56.0,6.5,8.491
0.36,3,5,4,55.0,4.57,6.3420000000000005
2.0,3,7,4,55.0,8.03,9.493
0.32,2,2,2,54.0,4.37,6.347
0.51,5,4,6,61.0,5.17,7.617999999999999
1.5,4,3,5,58.0,7.34,9.649
0.27,4,1,6,60.0,4.15,6.314
0.54,5,7,4,58.0,5.22,7.041
1.05,5,4,4,55.0,6.59,8.687000000000001
0.42,3,6,6,57.0,4.83,7.169
1.12,3,4,2,55.0,6.68,8.508
1.01,5,4,5,58.0,6.38,8.779
0.41,5,2,3,60.0,4.81,6.922999999999999
0.51,4,3,5,59.0,5.18,7.4270000000000005
1.23,5,5,2,59.0,6.92,8.651
1.34,3,5,4,55.0,7.18,8.987
1.11,3,1,4,57.0,6.65,9.172
1.01,3,6,5,56.0,6.43,8.323
0.41,3,4,3,57.0,4.77,7.0120000000000005
1.0,2,7,4,58.0,6.59,8.138
0.47,5,1,3,56.0,5.07,6.9910000000000005
0.35,3,2,2,56.0,4.55,6.506
1.38,4,7,4,56.0,7.06,8.779
0.53,3,1,3,56.0,5.2,7.355
0.75,2,1,3,57.0,5.75,7.891
1.25,3,7,6,57.0,6.91,8.695
0.6,4,5,5,60.0,5.45,7.426
1.57,3,6,4,56.0,7.56,9.22
1.5,5,4,3,55.0,7.28,9.206
0.44,3,1,7,56.0,4.91,7.562
1.0,3,4,2,56.0,6.46,8.488999999999999
1.31,3,4,6,56.0,7.17,9.353
1.0,3,1,2,55.0,6.39,8.312999999999999
1.15,3,7,3,57.0,6.73,8.377
0.38,3,1,8,56.0,4.65,7.268
0.9,3,4,3,55.0,6.19,8.302999999999999
0.54,2,2,3,55.0,5.17,7.347
2.23,5,5,2,59.0,8.6,9.467
1.19,3,3,6,56.0,6.82,9.253
1.71,3,3,4,57.0,7.73,9.704
0.35,3,3,8,55.0,4.58,7.178999999999999
0.73,3,4,5,56.0,5.8,8.093
1.5,5,1,2,55.0,7.44,9.218
1.51,5,1,3,62.0,7.58,9.446
0.3,2,5,7,55.0,4.29,6.528
1.04,3,5,3,57.0,6.45,8.537
0.33,5,6,6,59.0,4.41,6.361000000000001
0.39,3,4,6,56.0,4.67,6.787000000000001
0.34,4,7,5,58.0,4.41,6.103
1.02,3,3,6,56.0,6.54,9.197000000000001
0.8,3,4,5,57.0,5.97,8.387
1.0,5,3,6,61.0,6.45,8.882
1.04,3,1,6,57.0,6.61,9.2
0.23,4,1,7,58.0,3.95,6.273
0.42,3,3,5,55.0,4.84,7.1129999999999995
0.55,3,5,2,55.0,5.27,6.8660000000000005
0.93,5,6,4,61.0,6.24,8.312000000000001
1.0,2,4,5,60.0,6.38,8.477
0.71,5,5,2,60.0,5.81,7.707000000000001
0.35,5,1,4,60.0,4.55,6.642
0.52,3,2,4,56.0,5.16,7.507999999999999
1.01,3,1,5,55.0,6.45,8.943999999999999
0.8,4,5,6,56.0,5.9,8.017999999999999
2.51,5,7,2,58.0,8.87,9.707
0.54,4,3,6,54.0,5.2,7.657
0.51,5,2,3,59.0,5.15,7.379
0.44,2,4,8,61.0,4.99,7.249
0.4,5,1,3,59.0,4.74,6.851
0.8,3,5,4,57.0,5.91,7.949
0.31,3,1,4,56.0,4.35,6.433
1.24,5,7,2,58.0,6.94,8.448
0.55,3,4,7,56.0,5.35,7.638999999999999
0.8,4,3,2,60.0,5.95,7.808
0.41,5,4,4,59.0,4.79,6.9670000000000005
1.05,5,5,2,56.0,6.54,8.117
0.5,4,1,6,61.0,5.19,7.653
0.92,2,3,2,64.0,6.13,8.238999999999999
1.29,3,7,5,57.0,6.92,8.644
1.08,4,3,2,59.0,6.51,8.186
0.34,2,3,2,56.0,4.43,6.284
1.15,5,2,3,57.0,6.69,8.845
0.31,4,5,3,61.0,4.33,6.075
1.01,5,3,4,59.0,6.52,8.744
1.51,4,7,3,59.0,7.47,8.929
0.54,3,4,6,55.0,5.2,7.564
0.9,5,4,3,60.0,6.22,8.134
0.55,3,1,3,55.0,5.26,7.347
1.14,3,4,3,56.0,6.66,8.621
0.93,1,4,2,58.1,6.0,8.062000000000001
1.05,3,7,5,56.0,6.59,8.168
0.56,3,4,6,55.0,5.32,7.632999999999999
0.43,3,7,8,56.0,4.87,6.859
0.29,1,3,3,60.0,4.48,7.482
1.24,3,5,5,57.0,6.91,9.073
0.38,4,2,4,62.0,4.6,6.77
0.7,5,6,7,59.0,5.69,7.837999999999999
2.02,3,3,2,57.0,8.07,9.696
1.13,5,5,3,58.0,6.67,8.527000000000001
0.92,4,5,5,63.0,6.34,8.46
0.32,3,1,4,55.0,4.42,6.8020000000000005
0.42,3,2,4,55.0,4.79,6.843999999999999
0.32,3,4,5,54.0,4.37,6.468999999999999
0.92,2,4,3,60.0,6.29,8.316
0.9,5,5,2,60.0,6.34,8.123
0.3,4,4,8,53.0,4.24,6.797000000000001
0.38,3,7,6,55.0,4.67,6.444
0.34,4,5,6,55.0,4.44,6.531000000000001
1.01,3,5,3,58.0,6.42,8.469
0.33,3,2,5,57.0,4.5,6.864
0.38,5,3,3,58.0,4.72,6.8
1.51,5,6,3,60.0,7.27,9.124
0.4,5,5,3,58.0,4.69,6.751
0.3,4,6,5,58.0,4.34,6.159
0.75,4,1,4,56.0,5.9,8.247
1.03,5,6,5,58.0,6.5,8.176
1.05,3,4,2,57.0,6.45,8.542
1.51,4,3,3,57.0,7.34,9.15
1.01,3,4,5,56.0,6.39,8.806000000000001
1.12,3,4,5,57.0,6.59,8.842
1.02,3,4,4,56.0,6.44,8.802
1.21,5,3,3,59.0,6.82,8.89
0.34,3,2,5,58.0,4.45,6.667999999999999
0.51,3,1,7,53.7,5.1,7.834
1.17,3,4,6,56.0,6.77,9.173
2.01,4,6,4,62.0,8.14,9.719
0.73,3,4,5,59.0,5.79,8.149
0.34,4,4,6,59.0,4.47,6.653
0.7,5,4,5,62.0,5.68,7.882000000000001
1.04,3,1,2,57.0,6.48,8.542
0.3,3,6,5,56.0,4.35,6.159
1.75,5,4,5,60.0,7.9,9.752
2.09,5,5,2,58.0,8.17,9.741
1.01,1,5,5,66.0,6.34,8.53
0.32,3,4,6,57.0,4.42,6.8420000000000005
0.3,2,2,3,56.0,4.26,6.314
1.75,3,4,2,54.8,7.73,9.357000000000001
0.7,3,2,5,57.0,5.67,8.08
1.01,3,7,4,56.0,6.46,8.437999999999999
0.42,4,3,5,55.0,4.78,6.938
0.7,1,3,1,59.0,5.6,6.9
0.44,5,1,3,58.0,4.88,6.947
1.23,4,5,4,63.0,6.95,8.879
0.42,3,1,3,57.0,4.76,6.65
0.7,2,1,4,62.0,5.77,7.8660000000000005
0.9,5,7,4,62.0,6.24,7.96
0.31,3,6,3,56.0,4.29,6.035
0.9,4,6,5,57.0,6.1,8.156
0.9,4,3,3,57.0,6.1,8.307
2.11,3,6,3,55.0,8.23,9.634
0.35,3,1,4,55.0,4.54,6.892
0.42,5,2,5,59.0,4.79,7.072
0.4,3,3,7,56.0,4.77,7.063
0.72,3,6,5,55.0,5.79,7.725
0.51,5,3,4,58.0,5.19,7.6979999999999995
1.0,5,6,2,56.0,6.38,8.237
0.32,5,2,3,58.0,4.4,6.627999999999999
1.21,3,6,3,55.0,6.92,8.623
1.5,4,6,4,61.0,7.41,9.142000000000001
0.54,3,1,3,57.0,5.28,7.483
0.86,3,1,3,56.0,6.16,8.349
1.2,2,5,3,60.0,6.68,8.729
0.7,3,3,4,56.0,5.7,7.853
1.53,4,5,4,63.0,7.41,9.355
0.4,3,7,5,55.0,4.75,6.697
0.73,4,1,2,57.0,5.72,7.787000000000001
0.7,4,3,3,59.0,5.67,7.746
1.01,2,2,2,54.0,6.37,8.357000000000001
0.56,5,1,4,59.0,5.45,7.54
